"COLUMN1"	"COLUMN2"	"COLUMN3"
"1928715"	"1.11.3.2"	"6359;23834;33899;5741;391389;23834;33899;5741;23834;33899;5741;391389;23834;33899;5741"
"776334"	"1.13.8.1"	"6359;62840;15881;91084;32446;16547;82773;12818;3357;62840;15881;91084;32446;16547;82773;12818;3357"
"867536"	"4.1.5.1"	"6359;37888;737;16369;204695;16369;5300;5273;37888;737;16369;204695;16369;5300;5273"
"2268114"	"1.13.8.1"	"6359;37271;12818;704;45925;37271;120307;36065;19685;321360;4274;421383;464226;29753;37271;12818;704;45925;37271;120307;36065;19685;321360;4274;421383;464226;29753"
"819965"	"1.9.2.3"	"6359;132983;1702;36925;3824;2666;1702;79951;636390;132983;26381;3824;1267;1702;3015;42247;22674;29628;186;18094;3824;36527;22674;363754;405588;1267;996;14583;9207;35865;6176;132983;1702;36925;3824;2666;1702;79951;636390;132983;26381;3824;1267;1702;3015;42247;22674;29628;186;18094;3824;36527;22674;363754;405588;1267;996;14583;9207;35865;6176"
"781825"	"4.1.1.1"	"6359;1583;63583;234878;97693;1149;57640;5300;5273;1583;63583;234878;97693;1149;57640;5300;5273"
"1606459"	"4.1.12.3"	"6359;70472;30441;218424;70472;30441;5300;5273;70472;30441;218424;70472;30441;5300;5273"
"725409"	"1.13.1.2"	"6359;97175;16547;19172;328416;3824;4013;112466;36527;97175;16547;19172;97175;16547;19172;328416;3824;4013;112466;36527;97175;16547;19172"
"879388"	"4.1.2.6"	"6359;1583;113672;97693;2985;113672;17975;5300;5273;1583;113672;97693;2985;113672;17975;5300;5273"
"1606901"	"8.2.2.1"	"6359;494696;2245;1670;1370;931;5300;5273;494696;2245;1670;1370;931;5300;5273"
"573470"	"1.6.2.1"	"6359;13970;3303;8013;434088;17409;13970;3303;8013;437484;12178;200232;1014;2083;14583;9207;35639;287468;70179;5309;45398;19;16222;201;681;429;445876;87891;63387;15783;289159;10638;287468;70179;13970;3303;8013;434088;17409;13970;3303;8013;437484;12178;200232;1014;2083;14583;9207;35639;287468;70179;5309;45398;19;16222;201;681;429;445876;87891;63387;15783;289159;10638;287468;70179"
"789196"	"8.2.2.2"	"6359;164305;3077;319;3052;3077;319;5300;5273;164305;3077;319;3052;3077;319;5300;5273"
"988432"	"8.2.3.2"	"6359;78727;16880;78727;16880;5300;5273;78727;16880;78727;16880;5300;5273"
"658421"	"1.12.4.1"	"6359;57667;36;4161;513138;17409;57667;36;4161;10638;43316;194235;29620;57667;36;4161;513138;17409;57667;36;4161;10638;43316;194235;29620"
"753497"	"4.1.1.1"	"6359;1906;1438;48315;70472;1906;1438;48315;5300;5273;1906;1438;48315;70472;1906;1438;48315;5300;5273"
"781244"	"4.1.8.1"	"6359;46479;120307;167733;46479;120307;167733;5300;5273;46479;120307;167733;46479;120307;167733;5300;5273"
"837052"	"1.12.4.5"	"6359;12178;2750;57056;18285;509823;12178;2750;57056;562;2896;14583;9207;18285;12178;2750;57056;18285;509823;12178;2750;57056;562;2896;14583;9207;18285"
"822572"	"1.9.1.2"	"6359;302248;9450;6176;44064;302248;1753;9450;6176;302248;9450;6176;44064;302248;1753;9450;6176"
"842706"	"1.4.2.4"	"6359;40030;2222;128029;40030;2222;3318;231;64739;54920;51457;1370;293393;4394;29620;53289;287094;251686;26460;40030;2222;128029;40030;2222;3318;231;64739;54920;51457;1370;293393;4394;29620;53289;287094;251686;26460"
"776758"	"4.2.8.1"	"6359;17409;7931;7154;389999;3824;55444;1162;44964;10443;5300;5273;17409;7931;7154;389999;3824;55444;1162;44964;10443;5300;5273"
"790146"	"4.2.1.1"	"6359;17686;1028;31581;71790;6142;1620;14583;9207;5300;5273;17686;1028;31581;71790;6142;1620;14583;9207;5300;5273"
"782431"	"8.1.1.3"	"6359;1205;42600;11855;496408;1205;42600;11855;1205;42600;11855;496408;1205;42600;11855"
"471393"	"1.9.1.2"	"6359;186;21039;5741;112795;186;2083;3572;21039;5741;186;21039;5741;112795;186;2083;3572;21039;5741"
"714483"	"1.6.2.1"	"6359;562;19;16222;407296;19;16222;10638;23203;562;19;16222;407296;19;16222;10638;23203"
"1499227"	"1.6.2.1"	"6359;33786;4697;1702;469631;33786;39223;4697;1702;39928;12178;1954;16541;11541;87904;125114;19;28531;1618;726;5645;9603;33786;4697;1702;469631;33786;39223;4697;1702;39928;12178;1954;16541;11541;87904;125114;19;28531;1618;726;5645;9603"
"879972"	"4.2.1.3"	"6359;10697;5528;746;10697;5528;10697;403377;746;8615;5300;5273;10697;5528;746;10697;5528;10697;403377;746;8615;5300;5273"
"664019"	"4.2.4.5"	"6359;17686;305;996;483651;5300;5273;17686;305;996;483651;5300;5273"
"788390"	"4.2.4.5"	"6359;17686;305;996;317519;3824;5300;5273;17686;305;996;317519;3824;5300;5273"
"2105775"	"1.1.2.2"	"6359;84;264455;236900;1982;48878;134755;117427;94619;108186;18059;4081;449;6213;41791;20224;84;450718;264455;236900;15629;106777;27425;1982;84;264455;236900;1982;48878;134755;117427;94619;108186;18059;4081;449;6213;41791;20224;84;450718;264455;236900;15629;106777;27425;1982"
"699196"	"1.13.8.1"	"6359;162151;12818;3357;89693;14773;54572;13652;3357;36065;3357;431482;135070;1020;162151;12818;3357;89693;14773;54572;13652;3357;36065;3357;431482;135070;1020"
"1928736"	"1.4.2.3"	"6359;40030;2222;243101;40030;2222;18305;3203;62279;1370;46441;156010;2547;201043;94051;40030;2222;243101;40030;2222;18305;3203;62279;1370;46441;156010;2547;201043;94051"
"1928737"	"1.4.2.3"	"6359;40030;2222;22207;40030;2222;26124;10638;29620;485;94051;2306;4675;14269;36861;40030;2222;22207;40030;2222;26124;10638;29620;485;94051;2306;4675;14269;36861"
"1928738"	"1.4.2.3"	"6359;40030;2222;7237;40030;2222;18305;3203;32176;9511;83954;292;32425;241412;45877;29425;4773;40030;2222;7237;40030;2222;18305;3203;32176;9511;83954;292;32425;241412;45877;29425;4773"
"1928739"	"1.4.2.3"	"6359;40030;2222;70133;40030;2222;62279;112240;44696;652;196820;40030;2222;70133;40030;2222;62279;112240;44696;652;196820"
"1928740"	"1.4.2.3"	"6359;40030;2222;15111;40030;2222;300261;76186;291960;64372;195157;203999;182;738;4632;4773;40030;2222;15111;40030;2222;300261;76186;291960;64372;195157;203999;182;738;4632;4773"
"1928741"	"1.4.2.4"	"6359;40030;2222;27730;40030;2222;561;41128;10697;354;179292;182;51457;1370;485;53289;467887;9511;304222;18512;10697;13;44104;22542;3203;40030;2222;27730;40030;2222;561;41128;10697;354;179292;182;51457;1370;485;53289;467887;9511;304222;18512;10697;13;44104;22542;3203"
"1928742"	"1.4.2.4"	"6359;40030;2222;103171;40030;2222;201514;77559;51457;319454;75;139842;77244;242787;728;76186;324705;31325;796;610;12377;64006;87714;40030;2222;103171;40030;2222;201514;77559;51457;319454;75;139842;77244;242787;728;76186;324705;31325;796;610;12377;64006;87714"
"1928743"	"1.4.2.4"	"6359;40030;2222;79629;10697;1040;3203;64746;296907;10697;354;57836;182;18512;206684;354;98623;466100;354;24147;408754;636390;4773;15881;451;415626;101495;411275;40030;2222;79629;10697;1040;3203;64746;296907;10697;354;57836;182;18512;206684;354;98623;466100;354;24147;408754;636390;4773;15881;451;415626;101495;411275"
"1928744"	"1.4.2.4"	"6359;40030;2222;32062;40030;2222;26124;10638;83954;292;4675;14269;7635;2306;238975;222;40030;2222;32062;40030;2222;26124;10638;83954;292;4675;14269;7635;2306;238975;222"
"1928703"	"4.2.10.1"	"6359;46479;295339;1470;46479;295339;1470;5300;5273;46479;295339;1470;46479;295339;1470;5300;5273"
"159917"	"1.4.1.2"	"6359;17838;47987;3203;18551;292086;39252;6183;26662;17838;47987;3203;1316;30404;158507;472;561;231;5044;16034;25452;14483;6820;199079;13175;23517;25985;13658;37655;490477;17838;47987;3203;18551;292086;39252;6183;26662;17838;47987;3203;1316;30404;158507;472;561;231;5044;16034;25452;14483;6820;199079;13175;23517;25985;13658;37655;490477"
"800050"	"1.4.2.2"	"6359;20553;21416;180041;180041;41865;45948;904;20553;21416;15881;451;45948;904;236491;20553;21416;180041;180041;41865;45948;904;20553;21416;15881;451;45948;904;236491"
"826237"	"4.1.2.1"	"6359;301332;3394;52113;301332;3394;5300;5273;301332;3394;52113;301332;3394;5300;5273"
"516069"	"4.2.1.3"	"6359;2101;117912;74159;162129;5107;5528;9207;5300;5273;2101;117912;74159;162129;5107;5528;9207;5300;5273"
"815149"	"1.13.10.1"	"6359;498280;3015;24409;33756;3824;18522;6310;179709;3015;24409;4158;19172;498280;3015;24409;33756;3824;18522;6310;179709;3015;24409;4158;19172"
"804423"	"4.1.10.1"	"6359;3824;12977;171;3824;12977;171;5300;5273;3824;12977;171;3824;12977;171;5300;5273"
"725394"	"4.1.3.1"	"6359;37271;310955;107022;45324;30009;2971;438;17975;5300;5273;37271;310955;107022;45324;30009;2971;438;17975;5300;5273"
"429454"	"1.1.3.2"	"6359;3824;37763;6213;49329;3824;37763;6213;3824;37763;6213;49329;3824;37763;6213"
"698849"	"1.1.3.1"	"6359;15034;4844;43490;22292;15034;4844;32440;25838;31478;16407;12178;22191;22292;106513;182;15034;4844;43490;22292;15034;4844;32440;25838;31478;16407;12178;22191;22292;106513;182"
"713318"	"8.2.2.2"	"6359;6095;17713;94983;6095;17713;68784;3824;434;106931;610;94983;5300;5273;177126;87548;6095;17713;94983;6095;17713;68784;3824;434;106931;610;94983;5300;5273;177126;87548"
"1606524"	"8.1.3.3"	"6359;124977;39223;2578;20857;124977;39223;2578;124977;39223;2578;20857;124977;39223;2578"
"713319"	"8.2.2.2"	"254112;516480;85212;91425;208969;6095;17713;85212;91425;208969;5300;5273;85212;91425;208969;6095;17713;85212;91425;208969;5300;5273"
"2355368"	"1.13.1.2"	"6359;3513;293649;1020;443347;3513;13652;12309;4097;431482;293649;1020;3513;293649;1020;443347;3513;13652;12309;4097;431482;293649;1020"
"837821"	"4.2.11.3"	"6359;2628;26570;57996;9207;10697;14757;26570;11595;5300;5273;2628;26570;57996;9207;10697;14757;26570;11595;5300;5273"
"557484"	"1.13.1.2"	"6359;421383;5089;25890;292440;45324;5089;42247;25890;24409;30825;23970;113185;3824;198149;7869;1014;269491;390;1014;30491;4768;106730;269491;42599;15298;41872;138807;37271;73145;3349;12024;1014;97547;1073;133404;421383;5089;25890;292440;45324;5089;42247;25890;24409;30825;23970;113185;3824;198149;7869;1014;269491;390;1014;30491;4768;106730;269491;42599;15298;41872;138807;37271;73145;3349;12024;1014;97547;1073;133404"
"1606516"	"4.1.1.2"	"6359;91018;163571;91018;163571;5300;5273;91018;163571;91018;163571;5300;5273"
"1336093"	"1.15.1.1"	"6359;307176;11595;22674;19550;307176;439;11595;12178;69372;892;42247;22674;10697;41871;16541;2705;37019;892;79662;24409;10697;16541;144380;6874;307176;11595;22674;19550;307176;439;11595;12178;69372;892;42247;22674;10697;41871;16541;2705;37019;892;79662;24409;10697;16541;144380;6874"
"809847"	"1.4.2.3"	"6359;10697;6183;3203;86360;10697;6183;3203;15881;451;3260;70427;10697;6183;3203;86360;10697;6183;3203;15881;451;3260;70427"
"725262"	"4.1.5.2"	"6359;174360;16369;174360;16369;5300;5273;174360;16369;174360;16369;5300;5273"
"803741"	"4.1.5.4"	"6359;133378;18195;218424;133378;112466;18195;5300;5273;135414;443741;162555;424433;43944;995;35390;5892;49389;79660;106863;112466;18195;133378;18195;218424;133378;112466;18195;5300;5273;135414;443741;162555;424433;43944;995;35390;5892;49389;79660;106863;112466;18195"
"2260868"	"1.13.1.2"	"6359;37888;197472;18721;421730;90109;197472;18721;37888;197472;18721;421730;90109;197472;18721"
"813893"	"8.1.1.3"	"12178;16880;11855;497373;12178;16880;11855;12178;16880;11855;497373;12178;16880;11855"
"725398"	"1.1.3.1"	"6359;16522;6213;498826;74761;433426;18059;6183;16522;6213;142861;64587;119136;180390;195556;15034;4844;18512;22191;6003;39653;82184;15034;22542;6213;16522;6213;498826;74761;433426;18059;6183;16522;6213;142861;64587;119136;180390;195556;15034;4844;18512;22191;6003;39653;82184;15034;22542;6213"
"779979"	"8.1.2.5"	"6359;17961;180985;8108;422013;17961;180985;8108;17961;180985;8108;422013;17961;180985;8108"
"838389"	"8.1.1.3"	"6359;429185;11855;507808;429146;11855;429185;11855;507808;429146;11855"
"758263"	"8.2.1.1"	"6359;17937;17937;5300;5273;181771;15783;136155;120191;534;159858;5813;17937;17937;5300;5273;181771;15783;136155;120191;534;159858;5813"
"762371"	"8.2.4.4"	"6359;121230;5520;640;121230;5520;640;90661;6977;121230;5520;640;121230;5520;640;90661;6977"
"1790808"	"1.1.2.2"	"118873;26325;633236;3824;61537;1856;118873;17838;26325;48177;11289;3824;61537;6183;1856;322909;423587;39653;15881;17838;26325;1154;726;58996;414129;411241;494624;17838;26325;30825;46678;177720;31478;237;112094;134305;22191;16407;91490;3084;22191;17701;94715;118873;37015;18059;240311;58996;38276;200854;498670;849;29628;32169;3824;61537;1856;118873;17838;26325;48177;11289;3824;61537;6183;1856;322909;423587;39653;15881;17838;26325;1154;726;58996;414129;411241;494624;17838;26325;30825;46678;177720;31478;237;112094;134305;22191;16407;91490;3084;22191;17701;94715;118873;37015;18059;240311;58996;38276;200854;498670;849;29628;32169"
"1606679"	"1.4.3.5"	"6359;335;231;5582;401795;423599;18059;335;231;5582;112177;1978;12245;17640;71940;7931;561;335;210331;335;231;5582;401795;423599;18059;335;231;5582;112177;1978;12245;17640;71940;7931;561;335;210331"
"725400"	"1.4.2.4"	"6359;10697;6183;13;3203;180379;6183;10697;3203;974;10697;6183;13;3203;180379;6183;10697;3203;974"
"725401"	"1.4.2.4"	"6359;10697;6183;3203;277792;10697;3203;610;974;534;37248;186;610;15298;10697;6183;3203;277792;10697;3203;610;974;534;37248;186;610;15298"
"1914984"	"1.10.3.2"	"6359;6183;45008;462896;6183;45008;3859;42677;3243;30668;3007;16547;15913;35598;2184;10638;91477;500123;448707;2861;190607;61176;2861;508454;3007;6626;42677;2195;6183;45008;462896;6183;45008;3859;42677;3243;30668;3007;16547;15913;35598;2184;10638;91477;500123;448707;2861;190607;61176;2861;508454;3007;6626;42677;2195"
"725399"	"1.4.2.4"	"6359;10697;6183;3203;39032;6183;10697;3203;561;974;10697;6183;3203;39032;6183;10697;3203;561;974"
"1928712"	"1.11.2.1"	"6359;158259;508;5741;14883;158259;508;5741;158259;508;5741;14883;158259;508;5741"
"558964"	"1.6.2.3"	"6359;1618;726;5645;9603;477695;28916;7122;1618;726;5645;9603;34575;1372;498681;178607;209;5309;1618;726;5645;9603;477695;28916;7122;1618;726;5645;9603;34575;1372;498681;178607;209;5309"
"1853999"	"1.6.2.3"	"6359;1618;726;5645;9603;443962;8013;10638;562;34818;472;19;46382;600;19;85200;534076;178235;412573;1618;726;5645;9603;443962;8013;10638;562;34818;472;19;46382;600;19;85200;534076;178235;412573"
"725403"	"1.4.2.2"	"6359;8498;22080;22080;3047;3203;6183;8498;134512;234839;22080;75685;126842;1370;26102;178374;143505;174149;7788;1370;203382;442368;57377;96092;146748;8498;722;8498;22080;22080;3047;3203;6183;8498;134512;234839;22080;75685;126842;1370;26102;178374;143505;174149;7788;1370;203382;442368;57377;96092;146748;8498;722"
"983884"	"1.10.1.5"	"6359;121650;107968;218424;10480;2536;26570;5645;107968;22793;892;5300;5273;121650;107968;218424;10480;2536;26570;5645;107968;22793;892;5300;5273"
"2105725"	"1.9.2.5"	"6359;726;66457;445498;726;66457;726;66457;445498;726;66457"
"1606681"	"1.4.2.6"	"6359;18059;6183;8498;3203;127136;19410;18059;6183;8498;3203;144465;23077;19410;35133;144465;175546;46868;60765;500646;315273;133219;38276;469572;8498;748;961;18059;6183;8498;3203;127136;19410;18059;6183;8498;3203;144465;23077;19410;35133;144465;175546;46868;60765;500646;315273;133219;38276;469572;8498;748;961"
"1606677"	"1.4.2.6"	"6359;18059;3203;459521;18059;6183;3203;451;238154;231;13;287166;44968;472925;231;18059;3203;459521;18059;6183;3203;451;238154;231;13;287166;44968;472925;231"
"777473"	"1.9.1.2"	"6359;186;1753;15298;68984;186;247087;1753;32327;46073;15298;186;1753;15298;68984;186;247087;1753;32327;46073;15298"
"1606678"	"1.4.10.4"	"6359;18059;6183;5193;430732;412314;18059;6183;1745;111990;486632;32425;3685;43945;5193;37015;154;78985;7686;234172;15034;303784;50048;147414;3528;1745;18059;6183;5193;430732;412314;18059;6183;1745;111990;486632;32425;3685;43945;5193;37015;154;78985;7686;234172;15034;303784;50048;147414;3528;1745"
"1058425"	"1.4.1.1"	"6359;12203;6183;17875;10027;12203;6183;335;4161;561;47589;273410;15783;35683;15881;451;295139;112661;114681;287182;431517;2232;487645;12203;6183;17875;10027;12203;6183;335;4161;561;47589;273410;15783;35683;15881;451;295139;112661;114681;287182;431517;2232;487645"
"1606683"	"1.4.1.13"	"6359;18059;2323;561;331292;18059;19738;561;32545;10638;539;500047;468185;459817;46382;307425;415707;157708;306612;245984;305726;245984;288085;119408;18059;2323;561;331292;18059;19738;561;32545;10638;539;500047;468185;459817;46382;307425;415707;157708;306612;245984;305726;245984;288085;119408"
"1293394"	"1.14.1.1"	"6359;218089;218089;300135;24992;18567;663;218089;218089;300135;24992;18567;663"
"879238"	"1.6.2.1"	"6359;10697;6183;8013;57901;10697;6183;8013;10697;112152;12253;35863;10697;19;21039;3572;76293;3572;76293;10138;37005;10638;61677;10697;6183;8013;57901;10697;6183;8013;10697;112152;12253;35863;10697;19;21039;3572;76293;3572;76293;10138;37005;10638;61677"
"721705"	"1.2.2.6"	"6359;7931;1014;2661;469542;30668;34705;3824;6926;3440;8074;415;3243;15783;404411;42228;8074;415;3243;15783;792;22793;2478;436066;42228;8074;415;3243;3824;2661;3015;22674;37271;62274;3015;334;3824;4968;62274;3015;22674;4388;39223;28531;24409;7931;1014;2661;469542;30668;34705;3824;6926;3440;8074;415;3243;15783;404411;42228;8074;415;3243;15783;792;22793;2478;436066;42228;8074;415;3243;3824;2661;3015;22674;37271;62274;3015;334;3824;4968;62274;3015;22674;4388;39223;28531;24409"
"690369"	"1.13.2.1"	"6359;15783;48177;191569;431088;15783;48177;191569;17838;4472;197408;57612;15783;48177;191569;431088;15783;48177;191569;17838;4472;197408;57612"
"1060230"	"1.4.5.3"	"6359;1612;575;118043;144442;102348;534;663;5300;5273;1612;575;118043;144442;102348;534;663;5300;5273"
"688996"	"4.2.3.2"	"6359;7931;79460;2628;1265;472;439;57007;251106;7931;79460;2628;1265;472;439;57007;251106"
"405018"	"4.2.3.3"	"6359;82334;2758;97644;2628;108138;12310;43103;5300;5273;82334;2758;97644;2628;108138;12310;43103;5300;5273"
"760801"	"4.2.3.3"	"6359;82334;2758;97644;2628;94174;12310;43103;5300;5273;82334;2758;97644;2628;94174;12310;43103;5300;5273"
"2083898"	"4.2.12.4"	"6359;43874;10338;42600;31581;761;15562;180985;5300;5273;66578;72247;3110;1348;102662;72247;49794;180985;97656;32425;72247;44061;1348;761;2083;74144;10697;14583;9207;169296;52076;9207;17686;43874;10338;42600;31581;761;15562;180985;5300;5273;66578;72247;3110;1348;102662;72247;49794;180985;97656;32425;72247;44061;1348;761;2083;74144;10697;14583;9207;169296;52076;9207;17686"
"2153718"	"4.2.3.4"	"6359;43874;5940;49063;80301;9470;5940;5300;5273;43874;5940;49063;80301;9470;5940;5300;5273"
"831846"	"4.1.12.9"	"6359;35127;1227;27368;61088;1227;27368;5300;5273;35127;1227;27368;61088;1227;27368;5300;5273"
"559768"	"8.1.2.2"	"6359;30404;6977;5582;285657;30404;489863;316079;26427;6977;5582;30404;6977;5582;285657;30404;489863;316079;26427;6977;5582"
"2055005"	"1.14.1.1"	"6359;7960;3572;5614;405981;7960;3572;5614;5741;126335;45834;3089;3824;2701;3015;238489;415;36527;94227;7960;3572;5614;405981;7960;3572;5614;5741;126335;45834;3089;3824;2701;3015;238489;415;36527;94227"
"825461"	"1.10.3.4"	"6359;726;5741;455965;726;22793;3572;5741;77244;49261;726;726;5741;455965;726;22793;3572;5741;77244;49261;726"
"1774643"	"1.2.2.1"	"6359;162555;35760;2184;408665;7931;3697;472;59856;52211;6874;46925;21039;72249;111931;264;91034;329181;17030;8044;12550;2861;841;162555;35760;2184;408665;7931;3697;472;59856;52211;6874;46925;21039;72249;111931;264;91034;329181;17030;8044;12550;2861;841"
"987856"	"1.11.3.1"	"6359;3824;47635;1451;6176;21037;3824;47635;3361;2758;1162;3787;14;136852;1451;892;1451;6176;3824;47635;1451;6176;21037;3824;47635;3361;2758;1162;3787;14;136852;1451;892;1451;6176"
"859880"	"4.2.8.1"	"6359;1986;44057;1654;892;3824;1986;8327;14583;9207;44057;6355;1654;892;5300;5273;1986;44057;1654;892;3824;1986;8327;14583;9207;44057;6355;1654;892;5300;5273"
"467096"	"1.12.4.5"	"6359;2423;5741;5318;30095;2423;2896;14583;9207;5741;2423;5741;5318;30095;2423;2896;14583;9207;5741"
"822122"	"1.12.4.5"	"448344;99;477701;5741;325453;404782;18059;178499;176151;5741;44968;117525;251947;414511;8901;13053;58013;178499;176151;33899;50749;51521;41889;32435;477701;5741;325453;404782;18059;178499;176151;5741;44968;117525;251947;414511;8901;13053;58013;178499;176151;33899;50749;51521;41889;32435"
"619787"	"1.12.4.1"	"6359;317;2346;3451;430732;427780;2975;18059;178499;176151;2165;2965;4334;41791;58013;317;2346;317;97547;3451;32435;317;2346;3451;430732;427780;2975;18059;178499;176151;2165;2965;4334;41791;58013;317;2346;317;97547;3451;32435"
"2176248"	"1.12.4.1"	"6359;317399;50749;4334;477111;413585;87664;18059;178499;176151;2165;317399;50749;4334;317399;50749;4334;477111;413585;87664;18059;178499;176151;2165;317399;50749;4334"
"824026"	"8.2.2.2"	"539243;322381;64557;17713;32139;64557;17713;90461;5300;5273;295605;67134;101790;94619;175584;434;537561;534;90461;8844;422858;64557;17713;32139;64557;17713;90461;5300;5273;295605;67134;101790;94619;175584;434;537561;534;90461;8844;422858"
"1217273"	"4.2.11.1"	"6359;48330;60781;11595;117;5300;5273;30825;304891;44057;16541;125627;48330;972;26823;23970;892;247252;23970;2478;196358;50204;240838;61094;6926;85102;4236;437127;158350;48330;60781;11595;117;5300;5273;30825;304891;44057;16541;125627;48330;972;26823;23970;892;247252;23970;2478;196358;50204;240838;61094;6926;85102;4236;437127;158350"
"864731"	"1.13.1.2"	"6359;37888;53353;2487;471577;90109;53353;663;2487;37888;53353;2487;471577;90109;53353;663;2487"
"1206447"	"1.6.2.1"	"6359;17409;7931;8013;35935;8013;13325;144252;231611;303579;233963;13325;158075;75629;482943;236384;196886;64567;50048;3824;233963;10638;30444;30955;3216;17409;7931;8013;35935;8013;13325;144252;231611;303579;233963;13325;158075;75629;482943;236384;196886;64567;50048;3824;233963;10638;30444;30955;3216"
"1606620"	"1.4.1.4"	"6359;10697;561;24675;10697;561;610;974;3203;2720;512643;401505;1945;310266;143119;310266;143119;10697;561;24675;10697;561;610;974;3203;2720;512643;401505;1945;310266;143119;310266;143119"
"732680"	"4.2.6.2"	"6359;7931;5101;204695;14521;66;60957;5300;5273;7931;5101;204695;14521;66;60957;5300;5273"
"2217379"	"4.2.6.2"	"6359;7931;102222;2815;250713;10686;10687;5300;5273;7931;102222;2815;250713;10686;10687;5300;5273"
"2308915"	"1.12.4.2"	"6359;43099;313850;41889;48984;20021;43099;313850;41889;8108;7899;16004;4161;43099;313850;41889;48984;20021;43099;313850;41889;8108;7899;16004;4161"
"1774512"	"1.1.3.2"	"6359;9385;6213;117653;64746;74995;1916;9385;70179;69588;182;9385;6213;117653;64746;74995;1916;9385;70179;69588;182"
"860863"	"4.2.4.4"	"6359;102222;996;17686;57208;427148;5300;5273;102222;996;17686;57208;427148;5300;5273"
"656757"	"4.2.15.1"	"6359;103008;726;207671;103008;726;207671;5300;5273;103008;726;207671;103008;726;207671;5300;5273"
"493336"	"8.1.4.2"	"6359;69793;17713;37248;336912;69793;17713;37248;69793;17713;37248;336912;69793;17713;37248"
"770126"	"4.2.3.3"	"6359;7931;5940;17686;2620;897;5940;5300;5273;7931;5940;17686;2620;897;5940;5300;5273"
"618225"	"4.2.3.3"	"6359;7931;5940;17686;2620;3105;5300;5273;7931;5940;17686;2620;3105;5300;5273"
"815535"	"4.2.14.2"	"6359;36;50749;9207;440687;3824;5300;5273;36;50749;9207;440687;3824;5300;5273"
"613891"	"4.2.6.1"	"6359;726;185;31581;892;93754;3824;726;6633;14583;9207;5300;5273;248263;316951;3824;49389;79660;81990;32425;43874;6633;726;185;31581;892;93754;3824;726;6633;14583;9207;5300;5273;248263;316951;3824;49389;79660;81990;32425;43874;6633"
"847292"	"4.2.6.1"	"6359;43874;185;31581;91300;3824;472;6633;5300;5273;106217;14773;64557;16547;17838;16369;4472;119592;434301;82767;418266;492304;17409;185;1451;83152;43874;185;31581;91300;3824;472;6633;5300;5273;106217;14773;64557;16547;17838;16369;4472;119592;434301;82767;418266;492304;17409;185;1451;83152"
"1983347"	"4.2.6.1"	"6359;43874;185;31581;93754;20396;3535;726;6633;14583;9207;5300;5273;43874;185;31581;93754;20396;3535;726;6633;14583;9207;5300;5273"
"690494"	"4.1.5.4"	"6359;1014;74159;26224;6095;1014;26224;5300;5273;1014;74159;26224;6095;1014;26224;5300;5273"
"729857"	"4.2.15.1"	"6359;116835;31581;159959;4591;494243;116835;5300;5273;116835;31581;159959;4591;494243;116835;5300;5273"
"857016"	"4.2.11.2"	"6359;972;562;156406;31581;6095;972;180985;3007;972;180985;5300;5273;972;562;156406;31581;6095;972;180985;3007;972;180985;5300;5273"
"209877"	"4.2.11.2"	"6359;6095;562;1438;31581;51499;972;180985;5300;5273;6095;562;1438;31581;51499;972;180985;5300;5273"
"892606"	"8.2.1.6"	"6359;238536;136353;6977;91018;32585;13;231;31977;52620;208558;32585;238536;136353;6977;5300;5273;238536;136353;6977;91018;32585;13;231;31977;52620;208558;32585;238536;136353;6977;5300;5273"
"2137898"	"1.6.2.2"	"6359;562;7931;730;606;68832;562;7931;730;606;562;7931;730;606;68832;562;7931;730;606"
"257098"	"8.2.3.2"	"6359;102662;4610;5300;5273;102662;4610;5300;5273;102662;4610;5300;5273;102662;4610;5300;5273"
"2049986"	"1.13.1.2"	"6359;425387;18305;2348;32169;425387;18305;2348;32169"
"823158"	"1.13.1.1"	"6359;317075;68482;2487;411253;317075;68482;144100;2487;58013;291923;32435;53362;60765;381;60765;97547;125316;317075;68482;2487;411253;317075;68482;144100;2487;58013;291923;32435;53362;60765;381;60765;97547;125316"
"1749100"	"4.2.9.3"	"6359;8163;11595;1348;1748;1965;180985;5300;5273;8163;11595;1348;1748;1965;180985;5300;5273"
"867355"	"8.2.4.8"	"6359;185;15034;5300;5273;185;15034;18048;5300;5273;185;15034;5300;5273;185;15034;18048;5300;5273"
"821659"	"8.2.4.8"	"6359;5300;5273;1753;5300;5273;5300;5273;1753;5300;5273"
"331903"	"8.2.3.6"	"6359;5300;5273;5300;5273;5300;5273;5300;5273"
"1708380"	"1.6.2.1"	"6359;4697;1702;355989;312583;4697;1702;30825;28531;3180;796;2513;3824;441195;19;58996;18512;22542;4773;10638;158276;399895;411093;109312;321557;4697;1702;355989;312583;4697;1702;30825;28531;3180;796;2513;3824;441195;19;58996;18512;22542;4773;10638;158276;399895;411093;109312;321557"
"1886181"	"8.2.5.2"	"6359;3824;77838;5300;1348;10816;933;931;10816;995;35390;5892;5300;41744;8676;73685;3824;320965;5300;1348;15034;288577;320965;41871;534;1348;3824;77838;5300;1348;10816;933;931;10816;995;35390;5892;5300;41744;8676;73685;3824;320965;5300;1348;15034;288577;320965;41871;534;1348"
"753443"	"8.2.5.2"	"6359;37263;12641;218424;2245;1670;41871;726;931;64372;12641;84990;55661;5300;5273;37263;12641;218424;2245;1670;41871;726;931;64372;12641;84990;55661;5300;5273"
